     id          lon          lat     m               t year mo da ho mi    se flag  parent founder            prob
    411   -1.7630000   38.4000000   3.4    5074.4664236 1983 11 23 11 11 39.00    2     411     411       1.0000000
    412   -1.7600000   38.3830000   3.3    5074.5518287 1983 11 23 13 14 38.00    1     411     411       1.0000000
    413   -3.7280000   37.1400000   3.5    5084.9729977 1983 12  3 23 21  7.00    2     413     413       1.0000000
    414   -3.8420000   37.0920000   3.2    5107.9378819 1983 12 26 22 30 33.00    2     414     414       1.0000000
    415   -2.9680000   36.5650000   3.5    5124.7664931 1984  1 12 18 23 45.00    2     415     415       1.0000000
    416   -1.1350000   37.9780000   3.4    5137.7434259 1984  1 25 17 50 32.00    2     416     416       1.0000000
    417   -4.1670000   36.8330000   3.3    5151.7052083 1984  2  8 16 55 30.00    2     417     417       1.0000000
    418   -3.2520000   36.7650000   3.2    5157.0716088 1984  2 14  1 43  7.00    2     418     418       1.0000000
    419   -4.6700000   37.1850000   3.3    5165.1551852 1984  2 22  3 43 28.00    2     419     419       1.0000000
    420   -4.0830000   36.8820000   3.5    5175.0711806 1984  3  3  1 42 30.00    2     420     420       1.0000000
    421   -3.6830000   36.5050000   3.3    5177.8346528 1984  3  5 20  1 54.00    2     421     421       1.0000000
    422   -3.7670000   37.1250000   3.5    5179.2227662 1984  3  7  5 20 47.00    2     422     422       1.0000000
    423   -0.1670000   38.0880000   3.4    5192.9810069 1984  3 20 23 32 39.00    2     423     423       1.0000000
    424    0.3150000   39.3880000   3.2    5201.9991551 1984  3 29 23 58 47.00    2     424     424       1.0000000
    425   -1.1830000   37.1820000   3.4    5240.0393403 1984  5  7  0 56 39.00    2     425     425       1.0000000
    426   -3.9170000   37.0280000   3.2    5265.8085532 1984  6  1 19 24 19.00    2     426     426       1.0000000
    427   -2.8100000   36.8550000   3.4    5279.1549190 1984  6 15  3 43  5.00    2     427     427       1.0000000
    428   -5.1080000   36.2200000   3.5    5282.6469792 1984  6 18 15 31 39.00    2     428     428       1.0000000
    429   -3.7380000   36.8380000   5.2    5288.6047569 1984  6 24 14 30 51.00    2     429     429       1.0000000
    430   -0.4450000   37.9280000   3.8    5292.9412037 1984  6 28 22 35 20.00    2     430     430       1.0000000
    431   -4.9980000   37.1900000   3.4    5307.7136458 1984  7 13 17  7 39.00    2     431     431       1.0000000
    432   -6.4020000   36.1950000   3.4    5308.8367940 1984  7 14 20  4 59.00    2     432     432       1.0000000
    433   -4.0780000   36.8950000   3.3    5315.3640046 1984  7 21  8 44 10.00    2     433     433       1.0000000
    434   -4.0320000   36.8470000   3.2    5315.8078125 1984  7 21 19 23 15.00    1     433     433       1.0000000
    435   -3.7580000   37.1570000   3.2    5325.0243403 1984  7 31  0 35  3.00    2     435     435       1.0000000
    436   -0.3620000   38.8130000   4.2    5327.5696991 1984  8  2 13 40 22.00    2     436     436       1.0000000
    437   -4.1480000   37.0850000   3.4    5331.6268403 1984  8  6 15  2 39.00    2     437     437       1.0000000
    438   -5.2980000   36.8170000   3.3    5332.0862269 1984  8  7  2  4 10.00    2     438     438       1.0000000
    439   -3.2600000   36.6350000   3.2    5351.6660648 1984  8 26 15 59  8.00    2     439     439       1.0000000
    440   -4.3150000   37.0730000   3.2    5354.0051852 1984  8 29  0  7 28.00    2     440     440       1.0000000
    441   -4.3120000   37.0430000   3.2    5354.0347801 1984  8 29  0 50  5.00    1     440     440       1.0000000
    442   -2.2870000   37.0050000   4.3    5368.5789583 1984  9 12 13 53 42.00   -1     442     442       1.0000000
    443   -2.3420000   36.9820000   5.2    5369.1903935 1984  9 13  4 34 10.00    2     442     442       1.0000000
    444   -2.3480000   36.9750000   4.6    5369.3806250 1984  9 13  9  8  6.00    1     443     442       1.0000000
    445   -2.3320000   36.8530000   3.9    5369.4141782 1984  9 13  9 56 25.00    1     444     442       1.0000000
    446   -2.3980000   37.0450000   5.0    5369.4861458 1984  9 13 11 40  3.00    1     443     442       1.0000000
    447   -2.3600000   36.8530000   4.4    5369.5026505 1984  9 13 12  3 49.00    1     446     442       1.0000000
    448   -2.4020000   37.0020000   3.3    5370.6582870 1984  9 14 15 47 56.00    1     443     442       1.0000000
    449   -5.6370000   36.4420000   3.7    5384.1263542 1984  9 28  3  1 57.00    2     449     449       1.0000000
    450   -2.6330000   37.3330000   3.7    5385.8645370 1984  9 29 20 44 56.00    2     450     450       1.0000000
    451   -3.2320000   36.6880000   3.7    5403.7351042 1984 10 17 17 38 33.00    2     451     451       1.0000000
    452   -1.9180000   37.2780000   3.2    5414.4279514 1984 10 28 10 16 15.00    2     452     452       1.0000000
    453   -4.5720000   37.2420000   3.2    5424.5655671 1984 11  7 13 34 25.00    2     453     453       1.0000000
    454   -1.0320000   37.6820000   3.5    5451.7825694 1984 12  4 18 46 54.00    2     454     454       1.0000000
    455    0.0520000   39.6100000   3.5    5488.1254167 1985  1 10  3  0 36.00    2     455     455       1.0000000
    456   -1.5530000   38.3650000   4.0    5501.7569560 1985  1 23 18 10  1.00    2     456     456       1.0000000
    457   -3.0520000   36.1820000   3.7    5502.7495023 1985  1 24 17 59 17.00    2     457     457       1.0000000
    458   -1.7280000   36.5920000   3.5    5507.4017593 1985  1 29  9 38 32.00    2     458     458       1.0000000
    459   -2.4580000   36.7630000   3.3    5507.6296528 1985  1 29 15  6 42.00    2     459     459       1.0000000
    460   -4.2000000   37.1680000   3.2    5522.9847569 1985  2 13 23 38  3.00   -1     460     460       1.0000000
    461   -4.1350000   37.1080000   3.2    5523.0186227 1985  2 14  0 26 49.00   -1     460     460       1.0000000
    462   -4.2320000   37.1820000   3.5    5523.0428472 1985  2 14  1  1 42.00   -1     461     460       1.0000000
    463   -4.2250000   37.1850000   3.3    5523.0798611 1985  2 14  1 55  0.00   -1     462     460       1.0000000
    464   -4.2180000   37.1430000   3.7    5523.5196644 1985  2 14 12 28 19.00   -1     462     460       1.0000000
    465   -4.1770000   37.1000000   3.2    5523.7377083 1985  2 14 17 42 18.00   -1     464     460       1.0000000
    466   -4.2030000   37.1530000   3.2    5524.3158912 1985  2 15  7 34 53.00   -1     464     460       1.0000000
    467   -4.2580000   37.1950000   3.2    5524.3453009 1985  2 15  8 17 14.00   -1     466     460       1.0000000
    468   -4.2180000   37.1430000   3.6    5524.7322801 1985  2 15 17 34 29.00   -1     467     460       1.0000000
    469   -4.1920000   37.1450000   3.8    5524.9973264 1985  2 15 23 56  9.00    2     468     460       1.0000000
    470   -4.1620000   37.1270000   3.7    5532.7513310 1985  2 23 18  1 55.00   -1     470     470       1.0000000
    471   -4.2630000   37.1780000   3.9    5533.1504051 1985  2 24  3 36 35.00    2     470     470       1.0000000
    472   -4.0020000   37.0220000   3.2    5533.3956597 1985  2 24  9 29 45.00    1     471     470       1.0000000
    473   -4.1620000   37.1280000   3.2    5534.6663773 1985  2 25 15 59 35.00    1     471     470       1.0000000
    474   -3.0780000   36.6480000   3.4    5545.9080440 1985  3  8 21 47 35.00    2     474     474       1.0000000
    475   -2.9200000   37.3680000   3.5    5555.9943403 1985  3 18 23 51 51.00    2     475     475       1.0000000
    476   -6.2580000   36.3550000   4.0    5575.3440741 1985  4  7  8 15 28.00    2     476     476       1.0000000
    477   -3.6800000   37.2220000   3.2    5575.5840625 1985  4  7 14  1  3.00    2     477     477       1.0000000
    478   -6.2720000   36.2800000   3.7    5577.6028472 1985  4  9 14 28  6.00    1     476     476       1.0000000
    479   -2.8820000   38.4330000   4.5    5578.0250000 1985  4 10  0 36  0.00    2     479     479       1.0000000
    480   -0.3300000   37.9730000   3.2    5584.9059375 1985  4 16 21 44 33.00    2     480     480       1.0000000
    481   -3.8870000   37.3980000   3.3    5597.1480440 1985  4 29  3 33 11.00    2     481     481       1.0000000
    482   -2.0250000   37.6380000   3.4    5601.0497917 1985  5  3  1 11 42.00    2     482     482       1.0000000
    483   -4.1550000   37.4650000   3.3    5604.2894097 1985  5  6  6 56 45.00    2     483     483       1.0000000
    484   -5.2050000   36.7070000   3.3    5606.4501620 1985  5  8 10 48 14.00    2     484     484       1.0000000
    485   -2.2000000   37.3580000   3.2    5616.7218634 1985  5 18 17 19 29.00    2     485     485       1.0000000
    486   -4.6380000   37.7870000   5.2    5624.7535764 1985  5 26 18  5  9.00    2     486     486       1.0000000
    487   -4.6050000   37.8200000   4.7    5624.7970255 1985  5 26 19  7 43.00    1     486     486       1.0000000
    488   -4.6270000   37.5600000   3.4    5625.0725926 1985  5 27  1 44 32.00    1     486     486       1.0000000
    489   -4.5470000   37.7150000   3.2    5625.2365741 1985  5 27  5 40 40.00    1     486     486       1.0000000
    490   -4.6770000   37.6770000   3.9    5625.3283218 1985  5 27  7 52 47.00    1     486     486       1.0000000
    491   -4.6550000   37.7100000   3.4    5629.0150463 1985  5 31  0 21 40.00    1     486     486       1.0000000
    492   -4.5980000   37.7870000   3.2    5629.7220949 1985  5 31 17 19 49.00    1     486     486       1.0000000
    493   -4.6550000   37.6900000   3.2    5630.8022917 1985  6  1 19 15 18.00    1     486     486       1.0000000
    494   -0.9820000   37.2920000   3.2    5632.2738542 1985  6  3  6 34 21.00    2     494     494       1.0000000
    495   -4.5730000   37.7470000   3.3    5645.4363889 1985  6 16 10 28 24.00    1     486     486       1.0000000
    496   -4.5670000   37.7450000   3.4    5645.5679282 1985  6 16 13 37 49.00    1     495     486       1.0000000
    497   -4.6280000   37.7200000   3.7    5652.1554398 1985  6 23  3 43 50.00    1     486     486       1.0000000
    498   -4.6150000   37.7080000   3.3    5653.1143056 1985  6 24  2 44 36.00    1     497     486       1.0000000
    499   -3.1180000   36.3830000   3.3    5682.1293519 1985  7 23  3  6 16.00    2     499     499       1.0000000
    500   -4.6830000   37.7330000   3.7    5682.5261227 1985  7 23 12 37 37.00    1     486     486       1.0000000
    501   -1.4020000   37.0430000   3.5    5684.2727546 1985  7 25  6 32 46.00    2     501     501       1.0000000
    502   -3.7680000   37.0250000   3.2    5691.8012269 1985  8  1 19 13 46.00    2     502     502       1.0000000
    503   -3.0380000   37.1070000   3.2    5699.2047569 1985  8  9  4 54 51.00    2     503     503       1.0000000
    504   -5.4280000   36.8370000   3.6    5706.9614583 1985  8 16 23  4 30.00    2     504     504       1.0000000
    505   -1.4920000   37.6070000   3.2    5708.8536111 1985  8 18 20 29 12.00    2     505     505       1.0000000
    506   -4.2000000   36.8730000   3.5    5711.2832870 1985  8 21  6 47 56.00    2     506     506       1.0000000
    507   -3.6470000   36.7850000   3.2    5714.4425231 1985  8 24 10 37 14.00    2     507     507       1.0000000
    508   -1.5870000   37.7230000   3.7    5721.7031944 1985  8 31 16 52 36.00    2     508     508       1.0000000
    509   -1.4630000   37.5580000   3.2    5725.7660301 1985  9  4 18 23  5.00    2     509     509       1.0000000
    510   -3.8180000   37.1580000   3.2    5728.3171644 1985  9  7  7 36 43.00    2     510     510       1.0000000
    511   -3.6500000   37.3780000   3.7    5735.1840278 1985  9 14  4 25  0.00    2     511     511       1.0000000
    512   -3.8200000   37.0180000   3.2    5737.9341204 1985  9 16 22 25  8.00    2     512     512       1.0000000
    513   -3.7250000   37.1870000   3.2    5760.8338773 1985 10  9 20  0 47.00    2     513     513       1.0000000
    514   -5.2430000   36.9180000   3.6    5796.9314931 1985 11 14 22 21 21.00    2     514     514       1.0000000
    515   -1.5370000   38.5170000   3.3    5807.8723495 1985 11 25 20 56 11.00    2     515     515       1.0000000
    516   -3.9400000   37.0670000   3.2    5810.2982407 1985 11 28  7  9 28.00    2     516     516       1.0000000
    517   -4.1330000   37.2170000   3.8    5856.1357060 1986  1 13  3 15 25.00    2     517     517       1.0000000
    518   -4.2770000   37.2050000   3.4    5858.8600579 1986  1 15 20 38 29.00    2     518     518       1.0000000
    519   -3.1980000   36.3430000   3.7    5865.5555093 1986  1 22 13 19 56.00    2     519     519       1.0000000
    520   -1.0670000   37.8830000   3.9    5892.4868981 1986  2 18 11 41  8.00    2     520     520       1.0000000
    521   -1.1030000   37.9080000   3.5    5892.5022454 1986  2 18 12  3 14.00    1     520     520       1.0000000
    522   -0.4570000   38.6530000   3.4    5920.7384722 1986  3 18 17 43 24.00    2     522     522       1.0000000
    523   -0.4080000   38.5130000   3.3    5923.8461690 1986  3 21 20 18 29.00    2     523     523       1.0000000
    524   -2.5980000   37.3830000   3.2    5937.1026042 1986  4  4  2 27 45.00    2     524     524       1.0000000
    525   -2.3280000   36.1330000   3.2    5952.4199769 1986  4 19 10  4 46.00    2     525     525       1.0000000
    526   -3.7220000   37.2180000   4.2    5959.0083333 1986  4 26  0 12  0.00    2     526     526       1.0000000
    527   -0.7320000   38.2320000   3.2    5971.7089815 1986  5  8 17  0 56.00    2     527     527       1.0000000
    528   -4.3800000   38.0320000   3.4    5971.9657060 1986  5  8 23 10 37.00    2     528     528       1.0000000
    529   -4.3770000   37.9800000   3.2    5972.7488079 1986  5  9 17 58 17.00    1     528     528       1.0000000
    530   -4.3500000   38.0050000   3.3    5974.0823958 1986  5 11  1 58 39.00    2     530     530       1.0000000
    531   -4.2820000   38.0650000   3.3    5983.0522222 1986  5 20  1 15 12.00    2     531     531       1.0000000
    532   -4.2570000   37.0900000   3.9    5993.4739005 1986  5 30 11 22 25.00    2     532     532       1.0000000
    533   -3.5220000   37.4150000   3.3    6001.8981829 1986  6  7 21 33 23.00    2     533     533       1.0000000
    534   -2.3100000   38.7270000   3.6    6003.9618171 1986  6  9 23  5  1.00    2     534     534       1.0000000
    535   -1.4450000   38.0650000   3.7    6015.2073380 1986  6 21  4 58 34.00    2     535     535       1.0000000
    536   -2.0320000   38.4700000   3.3    6015.4774306 1986  6 21 11 27 30.00    2     536     536       1.0000000
    537   -4.3800000   38.0030000   3.5    6019.1844097 1986  6 25  4 25 33.00    2     537     537       1.0000000
    538   -0.2750000   38.7650000   3.6    6029.6910301 1986  7  5 16 35  5.00    2     538     538       1.0000000
    539   -4.1530000   37.0630000   3.8    6041.6646528 1986  7 17 15 57  6.00    2     539     539       1.0000000
    540   -3.2080000   37.0800000   3.2    6071.7574074 1986  8 16 18 10 40.00    2     540     540       1.0000000
    541   -4.1530000   38.2980000   3.3    6078.1210995 1986  8 23  2 54 23.00    2     541     541       1.0000000
    542   -3.1480000   37.0620000   3.9    6086.9566667 1986  8 31 22 57 36.00    2     542     542       1.0000000
    543   -3.2400000   37.3270000   3.4    6129.1757870 1986 10 13  4 13  8.00    2     543     543       1.0000000
    544   -4.1900000   37.0880000   4.1    6136.1273495 1986 10 20  3  3 23.00    2     544     544       1.0000000
    545   -2.5430000   37.8380000   4.0    6143.1921065 1986 10 27  4 36 38.00   -1     545     545       1.0000000
    546   -2.4950000   37.8470000   4.2    6143.1992593 1986 10 27  4 46 56.00    2     545     545       1.0000000
    547   -2.3420000   37.8450000   3.3    6143.3025810 1986 10 27  7 15 43.00    1     546     545       1.0000000
    548   -4.6580000   37.7870000   3.4    6151.3293056 1986 11  4  7 54 12.00    2     548     548       1.0000000
    549   -3.7750000   37.1530000   4.2    6151.7610995 1986 11  4 18 15 59.00    2     549     549       1.0000000
    550   -2.9580000   36.8550000   3.2    6152.2936111 1986 11  5  7  2 48.00    2     550     550       1.0000000
    551   -0.9670000   38.9330000   3.8    6153.8373958 1986 11  6 20  5 51.00    2     551     551       1.0000000
    552   -0.5580000   37.8350000   3.2    6177.3167130 1986 11 30  7 36  4.00    2     552     552       1.0000000
    553   -0.8080000   38.2550000   3.6    6182.0829977 1986 12  5  1 59 31.00    2     553     553       1.0000000
    554   -3.5570000   37.3870000   3.5    6190.7131944 1986 12 13 17  7  0.00    2     554     554       1.0000000
    555   -1.2420000   38.2380000   3.9    6196.0071644 1986 12 19  0 10 19.00    2     555     555       1.0000000
    556   -5.3530000   37.0430000   3.6    6212.1782407 1987  1  4  4 16 40.00    2     556     556       1.0000000
    557   -2.0000000   37.7450000   3.5    6216.3654630 1987  1  8  8 46 16.00    2     557     557       1.0000000
    558   -2.0200000   37.7330000   3.5    6216.3775347 1987  1  8  9  3 39.00    1     557     557       1.0000000
    559   -2.5880000   37.3670000   3.3    6238.1304630 1987  1 30  3  7 52.00    2     559     559       1.0000000
    560   -0.3820000   38.9820000   3.3    6264.2062500 1987  2 25  4 57  0.00    2     560     560       1.0000000
    561   -3.3970000   37.7270000   4.5    6278.0254630 1987  3 11  0 36 40.00    2     561     561       1.0000000
    562   -2.0200000   37.2720000   3.2    6286.3015509 1987  3 19  7 14 14.00    2     562     562       1.0000000
    563   -3.6870000   36.9130000   3.5    6287.7885532 1987  3 20 18 55 31.00    2     563     563       1.0000000
    564   -1.4300000   37.6850000   3.3    6305.2221412 1987  4  7  5 19 53.00    2     564     564       1.0000000
    565   -4.5970000   37.7380000   3.8    6305.6949190 1987  4  7 16 40 41.00    2     565     565       1.0000000
    566   -4.4600000   37.0520000   3.3    6319.8164236 1987  4 21 19 35 39.00    2     566     566       1.0000000
    567   -3.8580000   37.4730000   3.2    6322.7275347 1987  4 24 17 27 39.00    2     567     567       1.0000000
    568   -0.9020000   38.4280000   3.2    6326.5459722 1987  4 28 13  6 12.00    2     568     568       1.0000000
    569   -2.0350000   37.2720000   3.2    6337.9729398 1987  5  9 23 21  2.00    2     569     569       1.0000000
    570   -2.3330000   37.2450000   3.2    6343.6329977 1987  5 15 15 11 31.00    2     570     570       1.0000000
    571   -4.1400000   36.9650000   3.3    6364.0512037 1987  6  5  1 13 44.00    2     571     571       1.0000000
    572   -2.3400000   37.2500000   3.3    6371.6889583 1987  6 12 16 32  6.00    2     572     572       1.0000000
    573   -5.1970000   37.0550000   3.8    6390.9083912 1987  7  1 21 48  5.00    2     573     573       1.0000000
    574   -5.8900000   36.6750000   3.7    6400.4870833 1987  7 11 11 41 24.00    2     574     574       1.0000000
    575   -2.3330000   37.2150000   4.4    6418.3257755 1987  7 29  7 49  7.00    2     575     575       1.0000000
    576   -5.1880000   36.3400000   3.3    6429.0516551 1987  8  9  1 14 23.00    2     576     576       1.0000000
    577   -2.5030000   37.8150000   3.4    6434.4499190 1987  8 14 10 47 53.00    2     577     577       1.0000000
    578   -0.1930000   38.4150000   3.2    6443.7006019 1987  8 23 16 48 52.00    2     578     578       1.0000000
    579   -5.5550000   36.7620000   3.8    6450.1663079 1987  8 30  3 59 29.00    2     579     579       1.0000000
    580   -5.5700000   36.7900000   3.2    6451.2157986 1987  8 31  5 10 45.00    1     579     579       1.0000000
    581   -3.5930000   37.0830000   3.5    6458.4733912 1987  9  7 11 21 41.00    2     581     581       1.0000000
    582   -3.6870000   37.0220000   3.2    6461.0113426 1987  9 10  0 16 20.00    2     582     582       1.0000000
    583   -1.7230000   38.3280000   3.2    6465.0861690 1987  9 14  2  4  5.00    2     583     583       1.0000000
    584   -4.6580000   37.1220000   3.3    6476.8040278 1987  9 25 19 17 48.00    2     584     584       1.0000000
    585   -2.3800000   37.2970000   3.2    6498.6833912 1987 10 17 16 24  5.00    2     585     585       1.0000000
    586   -3.3630000   37.7680000   3.2    6500.7516088 1987 10 19 18  2 19.00    2     586     586       1.0000000
    587   -6.0570000   36.4380000   3.3    6504.3792940 1987 10 23  9  6 11.00    2     587     587       1.0000000
    588   -4.6030000   37.7230000   4.0    6517.9729167 1987 11  5 23 21  0.00    2     588     588       1.0000000
    589   -4.6470000   37.6950000   3.5    6517.9738310 1987 11  5 23 22 19.00    1     588     588       1.0000000
    590   -1.9130000   37.4430000   3.2    6523.5235880 1987 11 11 12 33 58.00    2     590     590       1.0000000
    591   -4.5800000   37.7220000   3.5    6525.0391782 1987 11 13  0 56 25.00    2     591     591       1.0000000
    592   -4.6080000   37.7470000   3.3    6525.0477431 1987 11 13  1  8 45.00    1     591     591       1.0000000
    593   -4.5800000   37.7220000   3.5    6525.0928356 1987 11 13  2 13 41.00    1     591     591       1.0000000
    594   -5.4900000   36.9070000   3.3    6529.2270486 1987 11 17  5 26 57.00    2     594     594       1.0000000
    595    0.6800000   38.4170000   3.5    6547.7851505 1987 12  5 18 50 37.00    2     595     595       1.0000000
    596   -0.8930000   38.3620000   3.4    6554.4935880 1987 12 12 11 50 46.00    2     596     596       1.0000000
    597   -2.2330000   37.3520000   3.2    6560.8522569 1987 12 18 20 27 15.00    2     597     597       1.0000000
    598   -4.5930000   37.7350000   4.0    6576.1546296 1988  1  3  3 42 40.00    2     598     598       1.0000000
    599   -4.5780000   37.7470000   3.4    6577.4828125 1988  1  4 11 35 15.00    1     598     598       1.0000000
    600   -4.5920000   37.7350000   3.6    6577.5073958 1988  1  4 12 10 39.00    1     599     598       1.0000000
    601   -1.0620000   38.2000000   3.6    6580.9908449 1988  1  7 23 46 49.00    2     601     601       1.0000000
    602   -3.3680000   37.8500000   3.2    6585.3181481 1988  1 12  7 38  8.00    2     602     602       1.0000000
    603   -1.2970000   37.8620000   3.5    6591.7947454 1988  1 18 19  4 26.00    2     603     603       1.0000000
    604   -0.7850000   39.0570000   3.6    6612.2918171 1988  2  8  7  0 13.00    2     604     604       1.0000000
    605   -5.4280000   37.0620000   3.3    6614.2770486 1988  2 10  6 38 57.00    2     605     605       1.0000000
    606   -3.6020000   37.4970000   3.2    6614.3520023 1988  2 10  8 26 53.00    2     606     606       1.0000000
    607   -5.7830000   36.3430000   3.2    6637.0760995 1988  3  4  1 49 35.00    2     607     607       1.0000000
    608   -5.7570000   36.3380000   3.2    6650.0009606 1988  3 17  0  1 23.00    2     608     608       1.0000000
    609   -2.0770000   37.1180000   3.3    6653.8227662 1988  3 20 19 44 47.00    2     609     609       1.0000000
    610   -3.6030000   37.4920000   3.7    6669.7820718 1988  4  5 18 46 11.00    2     610     610       1.0000000
    611   -0.0720000   38.8900000   3.2    6671.1661343 1988  4  7  3 59 14.00    2     611     611       1.0000000
    612   -2.5350000   36.7230000   3.2    6691.9427546 1988  4 27 22 37 34.00    2     612     612       1.0000000
    613   -3.6120000   37.1780000   3.2    6696.4522685 1988  5  2 10 51 16.00    2     613     613       1.0000000
    614   -5.7520000   36.3650000   3.2    6696.6103472 1988  5  2 14 38 54.00   -1     614     614       1.0000000
    615   -5.7470000   36.3230000   3.3    6696.8193171 1988  5  2 19 39 49.00    2     614     614       1.0000000
    616   -2.0100000   37.2850000   3.3    6710.9166667 1988  5 16 22  0  0.00    2     616     616       1.0000000
    617   -1.0470000   39.5350000   3.4    6713.8864583 1988  5 19 21 16 30.00    2     617     617       1.0000000
    618   -1.9370000   37.2450000   3.4    6714.4403588 1988  5 20 10 34  7.00    2     618     618       1.0000000
    619   -3.4070000   38.4000000   4.0    6718.1960880 1988  5 24  4 42 22.00    2     619     619       1.0000000
    620   -0.0120000   38.4220000   3.3    6737.1973032 1988  6 12  4 44  7.00    2     620     620       1.0000000
    621   -0.3400000   38.9330000   3.3    6740.8780671 1988  6 15 21  4 25.00    2     621     621       1.0000000
    622   -4.3000000   35.9980000   3.9    6751.8899537 1988  6 26 21 21 32.00    2     622     622       1.0000000
    623   -5.4480000   36.2200000   4.0    6763.9800000 1988  7  8 23 31 12.00    2     623     623       1.0000000
    624   -5.4320000   36.2420000   3.4    6764.0968750 1988  7  9  2 19 30.00    1     623     623       1.0000000
    625   -2.2470000   37.3920000   3.2    6773.5131481 1988  7 18 12 18 56.00    2     625     625       1.0000000
    626   -3.9380000   37.0000000   3.6    6773.8561690 1988  7 18 20 32 53.00    2     626     626       1.0000000
    627   -3.2330000   36.3500000   3.2    6779.7568866 1988  7 24 18  9 55.00    2     627     627       1.0000000
    628   -2.4250000   37.5130000   3.2    6799.8720949 1988  8 13 20 55 49.00    2     628     628       1.0000000
    629   -3.7670000   37.2070000   4.1    6806.5437847 1988  8 20 13  3  3.00    2     629     629       1.0000000
    630   -3.7400000   37.1780000   3.6    6806.6964352 1988  8 20 16 42 52.00    1     629     629       1.0000000
    631   -1.9850000   37.3770000   3.4    6809.4351852 1988  8 23 10 26 40.00    2     631     631       1.0000000
    632   -2.2930000   36.9900000   3.3    6814.2702894 1988  8 28  6 29 13.00    2     632     632       1.0000000
    633   -1.5050000   37.7250000   3.4    6823.2875579 1988  9  6  6 54  5.00    2     633     633       1.0000000
    634   -3.3330000   37.6700000   3.4    6825.1312153 1988  9  8  3  8 57.00    2     634     634       1.0000000
    635   -3.0480000   36.5430000   3.3    6841.0945370 1988  9 24  2 16  8.00    2     635     635       1.0000000
    636   -4.6250000   36.7780000   3.2    6865.5017477 1988 10 18 12  2 31.00    2     636     636       1.0000000
    637   -0.6180000   38.0780000   3.7    6876.2563773 1988 10 29  6  9 11.00    2     637     637       1.0000000
    638   -4.1780000   37.1220000   3.2    6878.1377083 1988 10 31  3 18 18.00    2     638     638       1.0000000
    639   -1.1270000   38.1330000   3.4    6884.0114815 1988 11  6  0 16 32.00    2     639     639       1.0000000
    640   -0.4420000   39.3580000   3.2    6885.3408681 1988 11  7  8 10 51.00    2     640     640       1.0000000
    641   -4.0420000   37.4400000   3.3    6895.8982523 1988 11 17 21 33 29.00    2     641     641       1.0000000
    642   -2.8230000   36.7300000   3.2    6900.2662384 1988 11 22  6 23 23.00    2     642     642       1.0000000
    643   -3.4880000   36.7670000   3.2    6903.7930208 1988 11 25 19  1 57.00    2     643     643       1.0000000
    644    0.2120000   38.2970000   4.0    6910.9293866 1988 12  2 22 18 19.00    2     644     644       1.0000000
    645   -1.9680000   37.3680000   3.6    6911.2711690 1988 12  3  6 30 29.00    2     645     645       1.0000000
    646   -3.0330000   36.1120000   3.2    6913.2965509 1988 12  5  7  7  2.00    2     646     646       1.0000000
    647   -3.8400000   37.0080000   4.2    6913.8419676 1988 12  5 20 12 26.00    2     647     647       1.0000000
    648   -3.8620000   37.0230000   4.0    6913.8439236 1988 12  5 20 15 15.00    1     647     647       1.0000000
    649   -3.8330000   37.0150000   3.3    6914.2564352 1988 12  6  6  9 16.00    1     647     647       1.0000000
    650   -3.8470000   37.0380000   3.7    6914.8441667 1988 12  6 20 15 36.00    1     647     647       1.0000000
    651   -3.8280000   37.0280000   3.3    6915.7850231 1988 12  7 18 50 26.00    1     647     647       1.0000000
    652   -3.3620000   37.6700000   3.4    6918.5923495 1988 12 10 14 12 59.00    2     652     652       1.0000000
    653   -3.9100000   37.0680000   3.6    6922.7084259 1988 12 14 17  0  8.00    2     653     653       1.0000000
    654   -3.6780000   37.0220000   3.4    6933.5805671 1988 12 25 13 56  1.00    2     654     654       1.0000000
    655   -0.2900000   39.4020000   3.6    6936.2647569 1988 12 28  6 21 15.00    2     655     655       1.0000000
    656   -0.3030000   39.4250000   3.5    6936.2896991 1988 12 28  6 57 10.00    1     655     655       1.0000000
    657   -3.9080000   37.4280000   3.2    6951.7728704 1989  1 12 18 32 56.00    2     657     657       1.0000000
    658   -2.5520000   37.8080000   3.8    6968.9457292 1989  1 29 22 41 51.00    2     658     658       1.0000000
    659    0.2700000   39.3280000   3.7    6979.0516088 1989  2  9  1 14 19.00    2     659     659       1.0000000
    660   -4.0120000   36.9930000   3.6    6985.0028241 1989  2 15  0  4  4.00    2     660     660       1.0000000
    661   -0.7270000   38.0180000   3.5    7008.1973495 1989  3 10  4 44 11.00    2     661     661       1.0000000
    662   -4.6070000   37.8030000   3.7    7021.7345139 1989  3 23 17 37 42.00    2     662     662       1.0000000
    663   -1.2030000   38.4870000   3.2    7038.2109375 1989  4  9  5  3 45.00    2     663     663       1.0000000
    664   -2.5130000   37.7930000   3.2    7049.5831019 1989  4 20 13 59 40.00    2     664     664       1.0000000
    665   -4.5350000   37.1750000   3.6    7097.0089005 1989  6  7  0 12 49.00    2     665     665       1.0000000
    666   -4.5070000   37.1600000   3.3    7097.0794213 1989  6  7  1 54 22.00    1     665     665       1.0000000
    667   -4.4980000   37.1730000   3.3    7097.1244676 1989  6  7  2 59 14.00    1     666     665       1.0000000
    668   -4.5150000   37.1680000   3.2    7097.2137616 1989  6  7  5  7 49.00    1     667     665       1.0000000
