     id          lon          lat     m               t year mo da ho mi    se flag  parent founder            prob
   1621   -1.4170000   37.9900000   3.4   17592.8029167 2018  3  2 19 16 12.00    1    1620    1620       1.0000000
   1622   -3.2480000   37.8500000   3.5   17612.5917130 2018  3 22 14 12  4.00   -1    1622    1622       1.0000000
   1623   -3.2440000   37.8840000   3.4   17613.8237847 2018  3 23 19 46 15.00   -1    1622    1622       1.0000000
   1624   -3.2500000   37.8620000   3.5   17614.0286111 2018  3 24  0 41 12.00   -1    1623    1622       1.0000000
   1625   -3.2430000   37.8670000   3.5   17614.3796065 2018  3 24  9  6 38.00    2    1624    1622       1.0000000
   1626   -3.2520000   37.8710000   3.4   17614.5391667 2018  3 24 12 56 24.00    1    1625    1622       1.0000000
   1627   -3.2480000   37.8490000   3.5   17614.5604051 2018  3 24 13 26 59.00    1    1626    1622       1.0000000
   1628   -3.2330000   37.8520000   3.4   17617.8753241 2018  3 27 21  0 28.00    2    1628    1628       1.0000000
   1629   -3.2490000   37.8550000   3.4   17619.8516551 2018  3 29 20 26 23.00    2    1629    1629       1.0000000
   1630   -3.2400000   37.8780000   3.3   17620.6514583 2018  3 30 15 38  6.00    1    1629    1629       1.0000000
   1631    0.4280000   39.7000000   3.4   17621.8664931 2018  3 31 20 47 45.00    2    1631    1631       1.0000000
   1632   -3.2560000   37.8680000   3.5   17627.9361343 2018  4  6 22 28  2.00   -1    1632    1632       1.0000000
   1633   -3.2390000   37.8630000   3.6   17628.0713079 2018  4  7  1 42 41.00   -1    1632    1632       1.0000000
   1634   -3.2310000   37.8730000   3.9   17628.0724769 2018  4  7  1 44 22.00    2    1633    1632       1.0000000
   1635   -3.2570000   37.9060000   3.6   17628.0758218 2018  4  7  1 49 11.00    1    1634    1632       1.0000000
   1636   -3.2490000   37.8690000   3.4   17628.1596296 2018  4  7  3 49 52.00    1    1634    1632       1.0000000
   1637   -1.4230000   37.9790000   3.7   17632.6095255 2018  4 11 14 37 43.00    2    1637    1637       1.0000000
   1638   -3.2380000   37.8490000   3.3   17645.0785764 2018  4 24  1 53  9.00    2    1638    1638       1.0000000
   1639   -5.3430000   36.4690000   4.2   17647.4676042 2018  4 26 11 13 21.00    2    1639    1639       1.0000000
   1640   -3.2530000   37.8660000   3.8   17647.4867708 2018  4 26 11 40 57.00    1    1639    1639       1.0000000
   1641   -3.2430000   37.8710000   3.4   17649.4740278 2018  4 28 11 22 36.00    1    1640    1639       1.0000000
   1642   -0.7550000   37.9560000   3.4   17662.7269213 2018  5 11 17 26 46.00    2    1642    1642       1.0000000
   1643   -3.2360000   37.8560000   3.4   17662.9599190 2018  5 11 23  2 17.00    2    1643    1643       1.0000000
   1644   -2.1880000   38.0650000   3.6   17677.7904630 2018  5 26 18 58 16.00    2    1644    1644       1.0000000
   1645   -3.2460000   37.8490000   3.5   17680.8898495 2018  5 29 21 21 23.00    2    1645    1645       1.0000000
   1646   -3.2430000   37.8730000   3.3   17693.6311690 2018  6 11 15  8 53.00    2    1646    1646       1.0000000
   1647   -4.2810000   37.1400000   3.7   17699.3246991 2018  6 17  7 47 34.00    2    1647    1647       1.0000000
   1648   -4.2650000   37.1180000   3.4   17701.1336458 2018  6 19  3 12 27.00    1    1647    1647       1.0000000
   1649   -4.2700000   37.1210000   3.3   17719.0295949 2018  7  7  0 42 37.00    2    1649    1649       1.0000000
   1650    0.1590000   38.6300000   3.4   17737.9898727 2018  7 25 23 45 25.00    2    1650    1650       1.0000000
   1651   -4.6460000   37.7410000   3.3   17748.8390162 2018  8  5 20  8 11.00    2    1651    1651       1.0000000
   1652   -0.9520000   38.2490000   4.2   17756.6111690 2018  8 13 14 40  5.00    2    1652    1652       1.0000000
   1653   -3.2490000   37.8760000   3.4   17765.8001505 2018  8 22 19 12 13.00    2    1653    1653       1.0000000
   1654   -3.2520000   37.8790000   3.4   17782.5191319 2018  9  8 12 27 33.00    2    1654    1654       1.0000000
   1655   -3.6210000   37.1700000   3.3   17787.6744676 2018  9 13 16 11 14.00    2    1655    1655       1.0000000
   1656   -2.7830000   36.3260000   3.4   17808.2204977 2018 10  4  5 17 31.00    2    1656    1656       1.0000000
   1657   -3.7590000   37.1850000   4.0   17813.3207870 2018 10  9  7 41 56.00    2    1657    1657       1.0000000
   1658    0.1530000   39.2110000   3.8   17821.1191319 2018 10 17  2 51 33.00    2    1658    1658       1.0000000
   1659   -3.2480000   37.8580000   3.7   17822.7484259 2018 10 18 17 57 44.00    2    1659    1659       1.0000000
   1660   -3.7370000   37.1630000   3.3   17827.7602778 2018 10 23 18 14 48.00    2    1660    1660       1.0000000
   1661   -5.5690000   36.8010000   3.3   17840.9837500 2018 11  5 23 36 36.00    2    1661    1661       1.0000000
   1662   -5.5730000   36.8300000   3.4   17842.4857870 2018 11  7 11 39 32.00    2    1662    1662       1.0000000
   1663   -6.3730000   36.7060000   3.8   17846.6677662 2018 11 11 16  1 35.00    2    1663    1663       1.0000000
   1664   -1.7420000   37.6750000   3.6   17878.3322569 2018 12 13  7 58 27.00    2    1664    1664       1.0000000
   1665   -3.7240000   36.4270000   3.5   17883.8788310 2018 12 18 21  5 31.00    2    1665    1665       1.0000000
   1666   -5.4400000   37.0420000   3.6   17903.6358796 2019  1  7 15 15 40.00    2    1666    1666       1.0000000
   1667   -5.4620000   37.0660000   3.4   17903.6998264 2019  1  7 16 47 45.00    1    1666    1666       1.0000000
   1668   -1.9790000   37.3610000   3.7   17953.4892245 2019  2 26 11 44 29.00    2    1668    1668       1.0000000
   1669   -5.2870000   36.9960000   4.0   17968.1122338 2019  3 13  2 41 37.00    2    1669    1669       1.0000000
   1670   -5.3070000   37.0230000   3.4   17968.7412153 2019  3 13 17 47 21.00    1    1669    1669       1.0000000
   1671   -5.2430000   36.9650000   3.3   17968.7437269 2019  3 13 17 50 58.00    1    1670    1669       1.0000000
   1672   -0.4850000   38.0740000   3.8   17979.6778704 2019  3 24 16 16  8.00    2    1672    1672       1.0000000
   1673   -0.4510000   38.0310000   3.3   17983.8169676 2019  3 28 19 36 26.00    2    1673    1673       1.0000000
   1674   -1.6650000   38.1180000   3.7   17995.2731597 2019  4  9  6 33 21.00    2    1674    1674       1.0000000
   1675   -2.5460000   36.4570000   3.5   17997.2957755 2019  4 11  7  5 55.00    2    1675    1675       1.0000000
   1676   -2.6790000   36.6930000   3.4   18010.1788657 2019  4 24  4 17 34.00    2    1676    1676       1.0000000
   1677   -3.9710000   37.1010000   3.5   18042.5607060 2019  5 26 13 27 25.00    2    1677    1677       1.0000000
   1678   -4.5200000   37.1750000   3.7   18043.9699306 2019  5 27 23 16 42.00    2    1678    1678       1.0000000
   1679   -2.0390000   37.3390000   3.5   18058.0779514 2019  6 11  1 52 15.00    2    1679    1679       1.0000000
   1680   -1.6410000   37.5360000   3.6   18069.8333565 2019  6 22 20  0  2.00    2    1680    1680       1.0000000
   1681   -2.6100000   37.3870000   4.2   18076.8103588 2019  6 29 19 26 55.00    2    1681    1681       1.0000000
   1682   -2.5690000   37.3320000   3.4   18077.1922338 2019  6 30  4 36 49.00    1    1681    1681       1.0000000
   1683   -2.9600000   36.5870000   3.5   18080.8670602 2019  7  3 20 48 34.00    2    1683    1683       1.0000000
   1684   -0.8490000   38.0090000   3.4   18090.8835417 2019  7 13 21 12 18.00    2    1684    1684       1.0000000
   1685   -5.3050000   37.0230000   3.6   18106.0519907 2019  7 29  1 14 52.00    2    1685    1685       1.0000000
   1686   -2.0340000   38.3260000   3.3   18111.2901273 2019  8  3  6 57 47.00    2    1686    1686       1.0000000
   1687   -1.6750000   38.4050000   3.4   18139.6996065 2019  8 31 16 47 26.00    2    1687    1687       1.0000000
   1688   -5.2500000   37.1450000   3.6   18142.5033681 2019  9  3 12  4 51.00    2    1688    1688       1.0000000
   1689   -5.2480000   37.0420000   3.8   18154.9379630 2019  9 15 22 30 40.00    2    1689    1689       1.0000000
   1690   -5.2500000   37.1510000   3.4   18157.4681481 2019  9 18 11 14  8.00   -1    1690    1690       1.0000000
   1691   -5.2500000   37.0840000   3.3   18157.5532523 2019  9 18 13 16 41.00   -1    1690    1690       1.0000000
   1692   -5.2780000   37.0740000   3.7   18157.5686690 2019  9 18 13 38 53.00    2    1691    1690       1.0000000
   1693   -5.2530000   37.1660000   3.6   18163.0323495 2019  9 24  0 46 35.00    2    1693    1693       1.0000000
   1694   -5.2280000   37.1390000   3.3   18165.4633218 2019  9 26 11  7 11.00    2    1694    1694       1.0000000
   1695   -5.2550000   36.9800000   3.5   18169.7687847 2019  9 30 18 27  3.00    2    1695    1695       1.0000000
   1696   -5.2680000   37.1020000   3.3   18177.1856250 2019 10  8  4 27 18.00    2    1696    1696       1.0000000
   1697   -5.2820000   36.9840000   3.4   18194.1313310 2019 10 25  3  9  7.00   -1    1697    1697       1.0000000
   1698   -5.2930000   36.9610000   3.4   18194.1713310 2019 10 25  4  6 43.00   -1    1697    1697       1.0000000
   1699   -5.2930000   36.9830000   4.5   18194.3998611 2019 10 25  9 35 48.00    2    1698    1697       1.0000000
   1700   -5.4240000   37.1440000   3.4   18228.4201273 2019 11 28 10  4 59.00    2    1700    1700       1.0000000
   1701   -1.9060000   37.8560000   3.7   18243.3418750 2019 12 13  8 12 18.00    2    1701    1701       1.0000000
   1702   -3.7550000   37.1360000   3.6   18244.5379745 2019 12 14 12 54 41.00    2    1702    1702       1.0000000
   1703   -5.2950000   37.0060000   3.5   18245.2924074 2019 12 15  7  1  4.00    2    1703    1703       1.0000000
   1704   -1.3150000   38.3740000   3.4   18246.3211458 2019 12 16  7 42 27.00    2    1704    1704       1.0000000
   1705   -3.6850000   37.2570000   3.7   18251.4511690 2019 12 21 10 49 41.00    2    1705    1705       1.0000000
   1706   -2.3570000   36.9560000   3.7   18262.3817824 2020  1  1  9  9 46.00    2    1706    1706       1.0000000
   1707   -3.8170000   37.1000000   3.4   18278.9174653 2020  1 17 22  1  9.00    2    1707    1707       1.0000000
   1708   -6.8690000   36.0740000   3.8   18281.8874306 2020  1 20 21 17 54.00    2    1708    1708       1.0000000
   1709   -5.3020000   36.9960000   3.3   18329.5400926 2020  3  8 12 57 44.00    2    1709    1709       1.0000000
   1710    0.0810000   39.3650000   3.3   18335.6490741 2020  3 14 15 34 40.00    2    1710    1710       1.0000000
   1711    0.1000000   39.3430000   3.7   18344.1964931 2020  3 23  4 42 57.00    2    1711    1711       1.0000000
   1712   -5.0940000   36.8010000   3.4   18349.5679977 2020  3 28 13 37 55.00    2    1712    1712       1.0000000
   1713   -4.0560000   36.9570000   3.7   18396.8687384 2020  5 14 20 50 59.00    2    1713    1713       1.0000000
   1714   -0.7700000   38.0020000   3.3   18440.1605903 2020  6 27  3 51 15.00    2    1714    1714       1.0000000
   1715   -0.0190000   37.9450000   3.7   18507.8980324 2020  9  2 21 33 10.00    2    1715    1715       1.0000000
   1716   -3.2670000   37.8880000   3.4   18539.2956250 2020 10  4  7  5 42.00    2    1716    1716       1.0000000
   1717   -5.4580000   36.5870000   3.3   18550.4571759 2020 10 15 10 58 20.00   -1    1717    1717       1.0000000
   1718   -5.4100000   36.6150000   4.1   18551.0408796 2020 10 16  0 58 52.00    2    1717    1717       1.0000000
   1719   -1.2050000   38.2220000   3.3   18566.0384606 2020 10 31  0 55 23.00    2    1719    1719       1.0000000
   1720   -0.3710000   38.6260000   3.7   18569.1841204 2020 11  3  4 25  8.00    2    1720    1720       1.0000000
   1721   -1.8740000   37.9950000   3.8   18575.0321644 2020 11  9  0 46 19.00    2    1721    1721       1.0000000
   1722   -5.8620000   37.0500000   3.9   18594.4825231 2020 11 28 11 34 50.00    2    1722    1722       1.0000000
   1723    0.1750000   39.4630000   3.4   18597.0518287 2020 12  1  1 14 38.00    2    1723    1723       1.0000000
   1724   -3.7360000   37.2230000   3.7   18598.9646875 2020 12  2 23  9  9.00    2    1724    1724       1.0000000
   1725   -3.7080000   37.2170000   3.3   18602.3559722 2020 12  6  8 32 36.00    2    1725    1725       1.0000000
   1726   -3.8050000   36.9590000   3.7   18604.5682755 2020 12  8 13 38 19.00    2    1726    1726       1.0000000
   1727   -0.5970000   39.1400000   3.4   18619.4811343 2020 12 23 11 32 50.00    2    1727    1727       1.0000000
   1728   -3.8150000   36.9360000   3.4   18624.4587037 2020 12 28 11  0 32.00    2    1728    1728       1.0000000
   1729   -0.6240000   39.1620000   3.5   18636.5670023 2021  1  9 13 36 29.00    2    1729    1729       1.0000000
   1730   -2.0900000   37.3850000   3.5   18650.3323958 2021  1 23  7 58 39.00    2    1730    1730       1.0000000
   1731   -3.7240000   37.2060000   4.4   18650.4690278 2021  1 23 11 15 24.00    2    1731    1731       1.0000000
   1732   -3.7190000   37.2080000   3.4   18650.7143981 2021  1 23 17  8 44.00    1    1731    1731       1.0000000
   1733   -3.7170000   37.2110000   3.4   18651.3268750 2021  1 24  7 50 42.00    1    1731    1731       1.0000000
   1734   -3.7390000   37.2180000   3.4   18652.3817361 2021  1 25  9  9 42.00    1    1731    1731       1.0000000
   1735   -3.7190000   37.1750000   3.4   18653.4694676 2021  1 26 11 16  2.00    1    1731    1731       1.0000000
   1736   -3.7300000   37.1950000   4.1   18653.9003819 2021  1 26 21 36 33.00    1    1731    1731       1.0000000
   1737   -3.7330000   37.1760000   4.2   18653.9057639 2021  1 26 21 44 18.00    1    1736    1731       1.0000000
   1738   -3.7370000   37.1840000   4.4   18653.9131366 2021  1 26 21 54 55.00    1    1737    1731       1.0000000
   1739   -3.7140000   37.2080000   3.5   18653.9134259 2021  1 26 21 55 20.00    1    1738    1731       1.0000000
   1740   -3.7260000   37.1930000   3.4   18653.9151505 2021  1 26 21 57 49.00    1    1738    1731       1.0000000
   1741   -3.7260000   37.2130000   3.7   18653.9166551 2021  1 26 21 59 59.00    1    1738    1731       1.0000000
   1742   -3.7360000   37.1660000   3.4   18655.5203472 2021  1 28 12 29 18.00    1    1738    1731       1.0000000
   1743   -3.7430000   37.1820000   3.7   18655.7544907 2021  1 28 18  6 28.00    1    1738    1731       1.0000000
   1744   -3.7210000   37.1570000   4.4   18655.7845949 2021  1 28 18 49 49.00    1    1743    1731       1.0000000
   1745   -3.7380000   37.1720000   3.4   18655.7957523 2021  1 28 19  5 53.00    1    1744    1731       1.0000000
   1746   -3.7170000   37.1510000   3.7   18655.8113310 2021  1 28 19 28 19.00    1    1744    1731       1.0000000
   1747   -3.7560000   37.2010000   3.4   18655.8862847 2021  1 28 21 16 15.00    1    1744    1731       1.0000000
   1748   -3.6970000   37.1770000   3.5   18655.8951852 2021  1 28 21 29  4.00    1    1747    1731       1.0000000
   1749   -3.7260000   37.1720000   3.4   18656.2995833 2021  1 29  7 11 24.00    1    1744    1731       1.0000000
   1750   -3.7100000   37.1660000   3.4   18656.8880556 2021  1 29 21 18 48.00    1    1744    1731       1.0000000
   1751   -2.5490000   37.0990000   3.4   18658.7932523 2021  1 31 19  2 17.00    2    1751    1751       1.0000000
   1752   -3.7390000   37.2080000   3.5   18660.6387847 2021  2  2 15 19 51.00    1    1744    1731       1.0000000
   1753   -3.7400000   37.1880000   3.4   18663.8037384 2021  2  5 19 17 23.00    1    1744    1731       1.0000000
   1754   -3.7410000   37.2110000   3.6   18673.4231250 2021  2 15 10  9 18.00    2    1754    1754       1.0000000
   1755   -4.8470000   36.7920000   3.3   18694.9691435 2021  3  8 23 15 34.00    2    1755    1755       1.0000000
   1756   -5.2860000   37.0650000   3.3   18706.5990509 2021  3 20 14 22 38.00    2    1756    1756       1.0000000
   1757   -3.7760000   37.2240000   3.4   18714.2927662 2021  3 28  7  1 35.00    2    1757    1757       1.0000000
   1758   -2.1720000   38.0840000   3.3   18731.1585648 2021  4 14  3 48 20.00    2    1758    1758       1.0000000
   1759   -3.6160000   37.1010000   3.3   18747.8159838 2021  4 30 19 35  1.00    2    1759    1759       1.0000000
   1760   -0.6200000   39.1610000   3.5   18749.2666898 2021  5  2  6 24  2.00    2    1760    1760       1.0000000
   1761   -4.4700000   37.0300000   3.5   18810.1012384 2021  7  2  2 25 47.00    2    1761    1761       1.0000000
   1762   -2.7680000   36.6110000   3.3   18816.2876968 2021  7  8  6 54 17.00    2    1762    1762       1.0000000
   1763   -2.7400000   36.5750000   3.3   18816.3168634 2021  7  8  7 36 17.00    1    1762    1762       1.0000000
   1764   -5.5500000   37.1650000   3.3   18822.8890509 2021  7 14 21 20 14.00    2    1764    1764       1.0000000
